text_content,title,city,source_platform,content_language,post_date,post_date_precision,review_rating,poi_id,poi_name,poi_category,detected_language,source_record_id,record_id,title_has_text,body_has_text,text_scope,text_length_chars,snownlp_positive_prob,snownlp_centered_score,sentiment_category,sentiment_norm,sentiment_score,emotional_intensity_score,reviewed_positive_terms_matched,reviewed_negative_terms_matched,reviewed_recommendation_terms_matched,transport_access,wayfinding_signage,language_information_gap,staff_communication,booking_ticketing,waiting_crowding,price_value,cleanliness_comfort,opening_hours_availability,itinerary_fit_time_cost,accessibility_mobility,food_amenities_gap,scenic_nature,temples_spiritual,history_culture,dinosaurs_museums,food_local_cuisine,hot_springs_relaxation,crafts_shopping,fan_pilgrimage_pop_culture,accommodation,seasonal_events,positive_sentiment,negative_sentiment,recommendation_intent,friction_codes,any_friction,topic_codes,any_topic,enjoyment_evidence_codes,any_enjoyment_evidence
櫻花季真的值得一遊！天氣不好時，都覺得現場看非常漂亮，天氣好的話更是不得了！,,Fukui,google_review,zh,2025-04-09T00:28:22+00:00,exact,5,ChIJAY1tXQ6_-F8RepRYxjSXPVM,Asuwa River Promenade,nature_scenic,zh-tw,7ae95dd944b2,7ae95dd944b2,False,True,title_and_body,38,0.341084,-0.317832,negative,0.341084,-0.317832,0.317832,好|值得,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,[],False,['scenic_nature'],True,['positive_sentiment'],True
商売一筋,,Fukui,google_review,zh,2026-03-20T23:11:17+00:00,exact,2,ChIJyzRhvchM_18RsCNHUyjs-OA,Echizen Crab Museum,museum_cultural,zh-cn,ca88671585a0,ca88671585a0,False,True,title_and_body,4,0.645856,0.291713,positive,0.645856,0.291713,0.291713,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"2025/12/26 前往
大街上的店家比較冷清，因為外面在下雪
不過雪景非常美，還有金箔冰淇淋值得一試
一定要買門票進去裡面的園區，慢慢的雪吊非常壯觀！雪吊和雪景在湖面上的倒影也很美！慢慢散步繞湖走一圈加上拍照大約停留1小時～",,Kanazawa,google_review,zh,2026-05-25T15:15:14+00:00,exact,5,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,2aa77f93ba6d,2aa77f93ba6d,False,True,title_and_body,114,0.999107,0.998213,positive,0.999107,0.998213,0.998213,值得|美,,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,['booking_ticketing'],True,['scenic_nature'],True,['positive_sentiment'],True
"不愧是日本三大名園之一
名稱源自於其兼具「宏大、幽邃、人力、蒼古、水泉、眺望」六大勝景
適合下午悠閒散步的好地方",,Kanazawa,google_review,zh,2026-05-24T09:02:54+00:00,exact,5,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,e65b01e74d15,e65b01e74d15,False,True,title_and_body,56,0.998601,0.997202,positive,0.998601,0.997202,0.997202,好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
26.05.23（土）訪問。,,Kanazawa,google_review,zh,2026-05-24T06:55:35+00:00,exact,4,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,bede5bc42489,bede5bc42489,False,True,title_and_body,14,0.161892,-0.676216,negative,0.161892,-0.676216,0.676216,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
兼六園沒有想像中的大，可以打卡走走就是,,Kanazawa,google_review,zh,2026-05-20T14:53:53+00:00,exact,4,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,ab16ff0c8868,ab16ff0c8868,False,True,title_and_body,19,0.859782,0.719564,positive,0.859782,0.719564,0.719564,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
兼六園日式庭園景觀造景及很多大型的松樹，池中的倒影及造型燈座，房的樣式美觀，美不勝收。,,Kanazawa,google_review,zh,2026-05-17T13:05:44+00:00,exact,5,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,552a9a9e2805,552a9a9e2805,False,True,title_and_body,43,0.748615,0.497231,positive,0.748615,0.497231,0.497231,美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
"日本 三大名園之一,",,Kanazawa,google_review,zh,2026-05-16T17:39:51+00:00,exact,4,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,eedab300a743,eedab300a743,False,True,title_and_body,10,0.726879,0.453759,positive,0.726879,0.453759,0.453759,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
好多外國人,,Kanazawa,google_review,zh,2026-05-15T09:20:39+00:00,exact,5,ChIJBVmy-YMz-F8R5PID8D17Cpc,Kenrokuen Garden,nature_scenic,zh-tw,f3f5eda6cd27,f3f5eda6cd27,False,True,title_and_body,5,0.843278,0.686557,positive,0.843278,0.686557,0.686557,好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
古色古香的老接,,Kanazawa,google_review,zh,2026-05-26T05:07:04+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-cn,892faf69dd00,892faf69dd00,False,True,title_and_body,7,0.843532,0.687064,positive,0.843532,0.687064,0.687064,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
太早收舖，1800已經無野睇,,Kanazawa,google_review,zh,2026-05-20T13:56:47+00:00,exact,3,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,5b65c1405ffb,5b65c1405ffb,False,True,title_and_body,14,0.008565,-0.98287,negative,0.008565,-0.98287,0.98287,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
跟其他日本老街不一樣，是別具日本特色的老街,,Kanazawa,google_review,zh,2026-05-16T15:06:54+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,1ad923c7b9e7,1ad923c7b9e7,False,True,title_and_body,21,0.697613,0.395226,positive,0.697613,0.395226,0.395226,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"如果想感受江戶時代的懷舊風情，金澤的東茶屋街（ひがし茶屋街） 絕對是首選。比起午後觀光人潮湧動的熱鬧，清晨的茶屋街更有一種洗盡鉛華的純粹美感。
這次因為跟團早出門的關係，我們在觀光大軍抵達前就抵達了現場。早晨的街道幾乎沒什麼遊客，整條鋪滿石板的街道彷彿被我們承包了。
沒有了層層疊疊的人傘和自拍桿，可以輕易拍到完整的茶屋立面。少了喧囂聲，可以聽見木門開啟的聲音或是遠處的鳥鳴，更能體會到這座古街原本的優雅與靜謐。
東茶屋街與京都祇園齊名，是日本國家級的重要傳統建築群保存地區。
一幢幢連綿的兩層木造建築，維持著古老的規格，展現了極高的藝術價值。
雖然這麼早店家多半尚未營業，但這反而讓人能靜下心來欣賞建築本身的細節，而非被琳瑯滿目的商品分心。
如果想拍出「空城感」，建議在 早上 8:30 前 抵達。
穿著深色系或日式服裝（如和服），在古色古香的背景下效果會非常出眾。
早起是非常值得的！清晨的東茶屋街少了商業氣息，多了一份古樸與莊重。對於喜歡攝影或是偏好安靜旅遊的人來說，這段早晨的散策時光，絕對會成為金澤行程中最難忘的回憶之一。",,Kanazawa,google_review,zh,2026-05-11T23:06:18+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,65003f896315,65003f896315,False,True,title_and_body,466,0.996352,0.992704,positive,0.996352,0.992704,0.992704,好|值得|美|喜歡,,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,['transport_access'],True,"['temples_spiritual', 'history_culture']",True,['positive_sentiment'],True
这地方停车场怎么能这么贵？,,Kanazawa,google_review,zh,2026-05-09T05:38:55+00:00,exact,4,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-cn,f3f8f2ec044d,f3f8f2ec044d,False,True,title_and_body,13,0.306479,-0.387042,negative,0.306479,-0.387042,0.387042,,贵,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"['transport_access', 'price_value']",True,[],False,[],False
第一次來對這邊充滿古老的氛圍，感動不已，來的時候因為是遇到黃金週人潮真的很多，但是面對目不暇給的商家一切都感到很新奇。很值得來此一遊。,,Kanazawa,google_review,zh,2026-05-08T14:58:57+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,547c5bc2ac12,547c5bc2ac12,False,True,title_and_body,67,0.985144,0.970288,positive,0.985144,0.970288,0.970288,值得,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
人不多，如果天氣好拍起來應該很美，商店對我來說沒什麼好逛的🤣,,Kanazawa,google_review,zh,2026-05-07T01:36:28+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,e840b30e5d95,e840b30e5d95,False,True,title_and_body,30,0.807569,0.615138,positive,0.807569,0.615138,0.615138,好|美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
5/4下午4：00左右來的，古色古香的街很漂亮也很好拍，稍微略有人潮，但還是可以找到空景，遍地不大，如果不逛大約30分鐘就走完了，但這裡適合慢慢走很舒適，每個店面都別有風味，如果想細細地逛適合安排約1.5～2小時的時間，如果不逛街也可以找個小店坐下來品嚐棒茶或和果子也很不錯,,Kanazawa,google_review,zh,2026-05-04T23:15:11+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,f8dfdf4384dd,f8dfdf4384dd,False,True,title_and_body,137,0.999634,0.999268,positive,0.999634,0.999268,0.999268,好|很好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
很漂亮，綠茶金泊雪糕好好食，還有自由軒咖哩，超懷舊。,,Kanazawa,google_review,zh,2026-05-03T23:58:54+00:00,exact,5,ChIJsfC6oXQz-F8RdA1qXiF6jLs,Higashi Chaya District,castle_historic,zh-tw,f70c1bc35a81,f70c1bc35a81,False,True,title_and_body,26,0.979109,0.958218,positive,0.979109,0.958218,0.958218,好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
今年一月來的，天氣不好而且有超多烏鴉欸好驚人😂😂 如果天氣好會是很美的地方真可惜,,Kanazawa,google_review,zh,2026-05-07T01:28:59+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,c9cc5a62c439,c9cc5a62c439,False,True,title_and_body,40,0.010258,-0.979484,negative,0.010258,-0.979484,0.979484,好|美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
（20260427） 沒有進入收費區，只是簡單在場內走走，再去隔離的兼六園。部分草地在保養中。,,Kanazawa,google_review,zh,2026-04-29T11:01:51+00:00,exact,4,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,2520f6dd9b2a,2520f6dd9b2a,False,True,title_and_body,47,0.043927,-0.912145,negative,0.043927,-0.912145,0.912145,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
金澤城的櫻花種了一大圈，櫻花季節開的櫻花真是漂亮，賞櫻山人也多，值得去了再去⋯,,Kanazawa,google_review,zh,2026-04-29T09:50:50+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,28d58db2cb19,28d58db2cb19,False,True,title_and_body,39,0.972663,0.945325,positive,0.972663,0.945325,0.945325,值得,,值得去,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,[],False,"['scenic_nature', 'history_culture']",True,"['recommendation_intent', 'positive_sentiment']",True
"金澤城（Kanazawa Castle）位於日本石川縣金澤市，是江戶時代加賀藩主前田氏的居城。作為「加賀百萬石」輝煌歷史的象徵，它與相鄰的兼六園並稱為金澤兩大必訪地標。

歷史背景與特色
前田家族的根據地：自 1583 年前田利家入主以來，這裡一直是前田家族傳承 14 代的政治中心。

獨特的建築美學：
鉛瓦與石牆：為了防火與備戰，屋頂使用了獨特的鉛瓦；其石牆種類繁多，被譽為「石牆博物館」。

重建修復：雖然多數原始建築在火災中燒毀，但政府已依照古法修復了菱櫓、五十間長屋等宏偉木造建築。

別稱：又稱為「尾山城」",,Kanazawa,google_review,zh,2026-04-23T19:07:27+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,da1e7b676496,da1e7b676496,False,True,title_and_body,259,8e-06,-0.999985,negative,8e-06,-0.999985,0.999985,美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,[],False,"['history_culture', 'dinosaurs_museums']",True,['positive_sentiment'],True
有部份城郭因地震在現在2026年4月仍在維修中，城牆線條很美，不妨一看。,,Kanazawa,google_review,zh,2026-04-22T03:30:33+00:00,exact,4,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,f94d4c540232,f94d4c540232,False,True,title_and_body,36,0.75862,0.51724,positive,0.75862,0.51724,0.51724,美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,[],False,['history_culture'],True,['positive_sentiment'],True
每次到日本一定要到城堡逛逛😃,,Kanazawa,google_review,zh,2026-04-21T15:29:12+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-cn,ab5850dbc439,ab5850dbc439,False,True,title_and_body,14,0.988712,0.977425,positive,0.988712,0.977425,0.977425,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,[],False,['history_culture'],True,[],False
"2026/04/07
滿開的櫻花
寬闊大草原
剛好的人潮
午后的陽光
一切剛剛好",,Kanazawa,google_review,zh,2026-04-14T09:34:40+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,445c8e5c4251,445c8e5c4251,False,True,title_and_body,40,0.363571,-0.272857,negative,0.363571,-0.272857,0.272857,好,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,[],False,['scenic_nature'],True,['positive_sentiment'],True
城牆、護城河、櫻花，金澤城的春天也太美了,,Kanazawa,google_review,zh,2026-04-07T13:29:29+00:00,exact,4,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,efae35415adf,efae35415adf,False,True,title_and_body,20,0.995912,0.991823,positive,0.995912,0.991823,0.991823,美,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,[],False,"['scenic_nature', 'history_culture', 'seasonal_events']",True,['positive_sentiment'],True
景色抜群！,,Kanazawa,google_review,zh,2026-04-04T04:58:55+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-cn,be29b6c4d0e0,be29b6c4d0e0,False,True,title_and_body,5,0.887309,0.774618,positive,0.887309,0.774618,0.774618,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"下雪後的金澤城，超有意境的！
也想起因為學生時期看的大河劇「利家與松」而點燃我的戰國魂！
繼續向百城邁進！",,Kanazawa,google_review,zh,2026-02-24T15:28:28+00:00,exact,5,ChIJlUfxPYIz-F8RSh7ml54YJ6g,Kanazawa Castle Park,castle_historic,zh-tw,63a244f2362c,63a244f2362c,False,True,title_and_body,53,0.469018,-0.061964,negative,0.469018,-0.061964,0.061964,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,[],False,"['scenic_nature', 'history_culture']",True,[],False
這美術館的展覽還好，不過附設的咖啡廳，坐在這看外面的綠地感覺很好,,Kanazawa,google_review,zh,2026-05-20T14:51:39+00:00,exact,4,ChIJAbhT24Az-F8RwWhli9sBKlE,21st Century Museum of Contemporary Art,museum_cultural,zh-tw,987c5f2b19ac,987c5f2b19ac,False,True,title_and_body,32,0.967746,0.935491,positive,0.967746,0.935491,0.935491,好|很好|美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,[],False,"['dinosaurs_museums', 'food_local_cuisine']",True,['positive_sentiment'],True
黄金周全是人，游泳池约上了也进不去,,Kanazawa,google_review,zh,2026-05-09T05:37:36+00:00,exact,3,ChIJAbhT24Az-F8RwWhli9sBKlE,21st Century Museum of Contemporary Art,museum_cultural,zh-cn,bae04dab29d1,bae04dab29d1,False,True,title_and_body,17,0.385258,-0.229484,negative,0.385258,-0.229484,0.229484,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"多年前因為喜歡看東川篤哉的《推理要在晚餐後》系列，而他的書都是請中村佑介畫封面，因此知道這位著名插畫師！
中村佑介（Yusuke Nakamura）的畫風融合昭和/大正復古風+ 現代感（Modern Japonism）例如背景常有懷舊元素（老建築、傳統圖案），但融入流行文化，製造現實與幻想交織的奇幻世界！他的作品辨識度極高，一眼就能認出來！
佢的畫不是甜美可愛型，而是文青、夢幻、帶點孤獨同懷舊的感覺。看完會很想走入畫面裡，感受那個色彩斑斕又略帶疏離的平行世界。
今次展出數量超過700幅作品、書籍、物件… 規模相當大，好像看不完似的，超滿足 🎨🎊❤️
到訪日期：2026.04.26",,Kanazawa,google_review,zh,2026-04-27T12:40:58+00:00,exact,5,ChIJAbhT24Az-F8RwWhli9sBKlE,21st Century Museum of Contemporary Art,museum_cultural,zh-tw,69d64347088b,69d64347088b,False,True,title_and_body,293,1.0,1.0,positive,1.0,1.0,1.0,好|美|喜歡,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,[],False,['history_culture'],True,['positive_sentiment'],True
优美的建筑及园林设计，公共艺术雕塑在庭院中散落，互动性最佳的作品《泳池》,,Kanazawa,google_review,zh,2026-04-25T23:06:39+00:00,exact,5,ChIJAbhT24Az-F8RwWhli9sBKlE,21st Century Museum of Contemporary Art,museum_cultural,zh-cn,298ebce09c5f,298ebce09c5f,False,True,title_and_body,36,0.999914,0.999829,positive,0.999914,0.999829,0.999829,美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,[],False,"['history_culture', 'dinosaurs_museums']",True,['positive_sentiment'],True
這邊的建築非常金澤，很近香林坊，可以來走走,,Kanazawa,google_review,zh,2026-05-20T14:49:03+00:00,exact,5,ChIJhycOJtYz-F8RO54LaTG6_p0,Nagamachi Samurai District,castle_historic,zh-tw,6864d2bb38a0,6864d2bb38a0,False,True,title_and_body,21,0.974099,0.948199,positive,0.974099,0.948199,0.948199,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,[],False,['history_culture'],True,[],False
很有日式風味的地方,,Kanazawa,google_review,zh,2026-05-13T22:36:44+00:00,exact,4,ChIJhycOJtYz-F8RO54LaTG6_p0,Nagamachi Samurai District,castle_historic,zh-tw,93ef7b613304,93ef7b613304,False,True,title_and_body,9,0.632568,0.265136,positive,0.632568,0.265136,0.265136,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
看前田利家的武士們家屋，保存的還可以，但大部分都已經商業化，遊客也很多,,Kanazawa,google_review,zh,2026-04-27T13:22:12+00:00,exact,3,ChIJhycOJtYz-F8RO54LaTG6_p0,Nagamachi Samurai District,castle_historic,zh-tw,3e88f228f70b,3e88f228f70b,False,True,title_and_body,35,0.394403,-0.211195,negative,0.394403,-0.211195,0.211195,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"晚上來這邊逛逛是很好的選擇！
平日晚上沒什遊客，靜謐清悠，舒適怡人繞了一圈，推薦晚上有住金澤市區的旅人，除了去商場掃貨，這也很值得來走走。",,Kanazawa,google_review,zh,2026-04-27T10:44:55+00:00,exact,5,ChIJhycOJtYz-F8RO54LaTG6_p0,Nagamachi Samurai District,castle_historic,zh-tw,f28f95422a84,f28f95422a84,False,True,title_and_body,69,0.997157,0.994313,positive,0.997157,0.994313,0.994313,好|很好|值得|推薦,,推薦,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,[],False,[],False,"['recommendation_intent', 'positive_sentiment']",True
"金澤舊宅老街屋
武士的家
附近的街道也很好拍",,Kanazawa,google_review,zh,2026-04-02T05:05:06+00:00,exact,5,ChIJhycOJtYz-F8RO54LaTG6_p0,Nagamachi Samurai District,castle_historic,zh-cn,fcb248a385b1,fcb248a385b1,False,True,title_and_body,22,0.970675,0.941349,positive,0.970675,0.941349,0.941349,好|很好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
全日文導覽，過程中不可以翻譯，但有中文及英文的介紹資料夾，導覽時會沿路告知對應頁數，導覽內容生動專業，資料夾內容也足以讓不會日文的人了解各機關用途，難能可貴的特別景點，值得一遊。,,Kanazawa,google_review,zh,2026-05-18T12:19:56+00:00,exact,5,ChIJuYLrXHs0-F8RGY1Ld3voBB4,Myoryuji Ninja Temple,temple_shrine,zh-tw,7b9f42ffd72f,7b9f42ffd72f,False,True,title_and_body,89,0.164504,-0.670991,negative,0.164504,-0.670991,0.670991,值得,貴,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,"['wayfinding_signage', 'price_value']",True,[],False,['positive_sentiment'],True
很棒的參觀過程！還好有提前預約！雖然是日文解釋但會發中文解說的本子讓我們邊對照看，房子設計的真的好酷喔！印象深刻,,Kanazawa,google_review,zh,2026-05-07T04:12:31+00:00,exact,5,ChIJuYLrXHs0-F8RGY1Ld3voBB4,Myoryuji Ninja Temple,temple_shrine,zh-tw,bc2dac19cf89,bc2dac19cf89,False,True,title_and_body,56,0.953387,0.906774,positive,0.953387,0.906774,0.906774,好,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,['booking_ticketing'],True,[],False,['positive_sentiment'],True
"非常奇妙的建築物！外觀好像兩座矮矮的建築物，但入面機關重重，有四層連閣樓就有七層！參觀一定要先報名，有導賞員（入面嚴禁拍照/拍片）參觀過程大概40分鐘，期間不斷驚嘆！400多年前建築物的奇幻設計，例如入面個水井，原來是一個秘密通道（兩公里）可以逃走去金澤城 😮 非常值得參觀 🏘️🍀🥰
一些相關資料：
• 妙立寺係一座著名日蓮宗寺院，正式名稱為正久山妙立寺，通稱「忍者寺」
•  創建：1643年（寬永20年）由加賀藩第三代藩主前田利常建立！最初是金澤城內的祈願所，後移建至寺町（寺院群）作為防禦據點。
•  目的：德川幕府對外樣大名（如前田家）有嚴格限制，禁止興建高層防禦設施及擁有軍事力量。妙立寺偽裝成寺院，實為監視哨與要塞，用來防範幕府突襲，保護金澤城。
•雖然與真正的忍者無關，但因內部設計充滿機關而得名：
•  外觀看似兩層樓，實際為四層（或七層結構），含隱藏式樓梯、密室、密道、瞭望塔。
•  特色機關包括：賽錢箱可變成落穴、隱藏樓梯、切腹間、武者隱し（武士躲藏處）、地板暗門等。
•  據傳還有從古井通往金澤城的逃生隧道。
•  整座寺院如迷宮般複雜，有23間房間和29座階梯，目的是讓守軍能監視、抵抗並向城堡示警。
到訪日期：2026.04.26",,Kanazawa,google_review,zh,2026-04-27T13:24:57+00:00,exact,5,ChIJuYLrXHs0-F8RGY1Ld3voBB4,Myoryuji Ninja Temple,temple_shrine,zh-tw,4d6dacb45ab2,4d6dacb45ab2,False,True,title_and_body,531,0.0,-1.0,negative,0.0,-1.0,1.0,好|值得,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,[],False,"['scenic_nature', 'temples_spiritual', 'history_culture']",True,['positive_sentiment'],True
"是一個很多海鮮店的地方，有可以進店吃的，但有更多是外帶店，買了就在附近吃。隨意選了一間進店吃，味道有點普通。後來買了一個まるやき，很好吃！

除此以外，也有很多賣水果、甜品、小食的店，當然也有很多手信可以買走，有不少是海產和金澤限定。至於價錢方面，應該沒有特別便宜。",,Kanazawa,google_review,zh,2026-05-13T08:45:20+00:00,exact,4,ChIJ0xPT93Az-F8RpTSlbHwo9L8,Omicho Market,market_shopping,zh-tw,b9aa9a4fc8c5,b9aa9a4fc8c5,False,True,title_and_body,133,0.080916,-0.838168,negative,0.080916,-0.838168,0.838168,好|很好|好吃,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,[],False,['food_local_cuisine'],True,['positive_sentiment'],True
正面の門の建築が印象的。,,Kanazawa,google_review,zh,2026-05-06T07:57:46+00:00,exact,4,ChIJwQG-F3kz-F8RAfWyK1svniU,Oyama Shrine,temple_shrine,zh-tw,1225d44fffa6,1225d44fffa6,False,True,title_and_body,12,0.107635,-0.78473,negative,0.107635,-0.78473,0.78473,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,[],False,['history_culture'],True,[],False
住在附近的旅館，早上跑完步進來走走，是個值得逛逛的地方。,,Kanazawa,google_review,zh,2026-04-15T08:37:16+00:00,exact,4,ChIJwQG-F3kz-F8RAfWyK1svniU,Oyama Shrine,temple_shrine,zh-tw,ee84e4ca1e89,ee84e4ca1e89,False,True,title_and_body,28,0.86084,0.721681,positive,0.86084,0.721681,0.721681,值得,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,[],False,"['hot_springs_relaxation', 'accommodation']",True,['positive_sentiment'],True
